method,yaw_init_error_deg,trial,success,converged,initial_rotation_error_deg,initial_depth_rel_rmse,stage_rotation_error_deg,rotation_error_deg,tilt_error_deg,yaw_error_deg,depth_rel_rmse,depth_rel_median,inlier_depth_rel_rmse,inlier_depth_rel_median,cost,nfev
ba_polar_cov_joint,140.0,0,False,False,147.7551097147085,0.8452234860823095,nan,11.725922026708583,6.156047256540632,11.218367700729841,3.332580733894262,1.3598493706509007,3.3709745044001562,1.4199825063710234,10067.531946356637,90
ba_polar_staged,140.0,0,False,True,147.7551097147085,0.8452234860823095,0.2568163021179017,0.255581389002591,0.22385171768460557,0.099751869879735,0.6408866697080552,0.061936187359806834,0.1760601064326615,0.05670448556753118,5203.164835558835,93
ba_uv_joint,140.0,1,False,False,147.3263662311135,0.7472997332491056,nan,147.29145506321757,23.902955090498093,139.99868781351483,6.543290105684608,5.146279194334268,6.639728364863603,5.3848703783971565,125490.28175644981,90
ba_polar_plain_joint,140.0,1,False,False,147.3263662311135,0.7472997332491056,nan,24.870728872823854,14.903659381954713,23.617197590872717,3.5923133756347783,0.6113142075793546,3.6567924905326197,0.5904381066391928,8070.687052658632,90
ba_polar_cov_joint,140.0,1,False,False,147.3263662311135,0.7472997332491056,nan,17.01252666226179,10.790439145190604,11.289259263158497,0.9832512585327476,0.5318380461113926,0.7862578196003797,0.5146188858610978,24284.116284872794,90
ba_polar_staged,140.0,1,False,True,147.3263662311135,0.7472997332491056,0.8655876024312507,0.6235322202656036,0.6241457534563203,0.06668285423232599,0.6311808100968529,0.09931277550484525,0.14152663451120992,0.09307919030636318,5271.065806385192,89
ba_uv_joint,140.0,2,False,False,137.0735822197823,1.4864390695035472,nan,47.038848268190804,44.72743666713846,19.077648721876866,4.94802075943953,4.0159149433288075,5.006691746987067,4.0159149433288075,71995.7460076348,90
ba_polar_plain_joint,140.0,2,False,False,137.0735822197823,1.4864390695035472,nan,12.535668725375707,8.679756643948053,8.659298258695255,0.7935696147680552,0.5558118277895017,0.565972097524494,0.5405570819591485,2607.8541474977924,90
ba_polar_cov_joint,140.0,2,False,False,137.0735822197823,1.4864390695035472,nan,45.36477165827837,42.03445264651716,27.993548217934574,3.753082409641299,0.9126201835315899,3.8571569212698917,1.059357543681749,59714.287419505046,90
ba_polar_staged,140.0,2,False,True,137.0735822197823,1.4864390695035472,1.1687931020418836,1.1670243309196462,0.5356473098650073,1.0788039992672893,0.6690281494701072,0.14084704065933212,0.26491104341595834,0.12813327228155294,5607.537269612276,95
ba_uv_joint,140.0,3,False,False,141.17791978959877,0.8757179501538137,nan,93.77193227543384,10.424781490970672,95.77994548838039,6.758666733762906,4.954847149484405,6.889338766715085,5.341928902201529,73895.10401337643,90
ba_polar_plain_joint,140.0,3,False,False,141.17791978959877,0.8757179501538137,nan,19.256937189121782,4.814394713336552,18.99107832732248,1.5099759015391927,0.4603796174878388,1.4183189651232133,0.44319440209998456,3033.8893966891014,90
ba_polar_cov_joint,140.0,3,False,False,141.17791978959877,0.8757179501538137,nan,65.48922833130158,4.5963359803669706,65.5052066736296,2.5764721647060367,0.5214556922832592,2.5735314802012232,0.48709563435380276,48020.648222664175,90
ba_polar_staged,140.0,3,False,True,141.17791978959877,0.8757179501538137,0.5778173719919536,0.5767443597034723,0.23058797783708312,0.5796390232705534,0.6488467228718863,0.07171784986217117,0.20447334537034614,0.06377969898425223,5307.215207817188,96
ba_uv_joint,140.0,4,False,False,139.3556981148176,0.6452187562357816,nan,139.34192549274164,23.994108871751855,139.98794401123524,7.239491721929552,6.05069304953444,7.363967253467766,6.276975256333801,136369.96209529092,90
ba_polar_plain_joint,140.0,4,False,False,139.3556981148176,0.6452187562357816,nan,37.32828722725961,5.839218799016259,37.85838204497785,1.675700712279106,0.44893105826985913,1.6726414749126965,0.42643384005911844,3823.495873644629,90
ba_polar_cov_joint,140.0,4,False,False,139.3556981148176,0.6452187562357816,nan,29.9557190241137,10.786025602405696,28.645927717713278,2.5986873455347452,0.7218996472848371,2.598042915138775,0.6817542096101602,16278.848933253692,90
ba_polar_staged,140.0,4,False,True,139.3556981148176,0.6452187562357816,0.4067459056485355,0.3413371666223668,0.22526753158959478,0.29069586625739435,0.628706218023312,0.04684132926100078,0.13421612162052296,0.043433843452287874,4929.555148139694,95
ba_uv_joint,140.0,5,False,False,138.26694995650237,1.0156651269843857,nan,138.25695308062143,23.994759526880497,139.98904426904073,6.0253886816531494,4.6434725317620344,6.116174058051258,4.6434725317620344,93721.20356893486,90
ba_polar_plain_joint,140.0,5,False,False,138.26694995650237,1.0156651269843857,nan,142.19675588791924,24.01911400393758,144.0296470804813,4.0781481341245795,0.8243781027070829,4.086913629431055,0.813225460908126,20650.991307755197,90
ba_polar_cov_joint,140.0,5,False,False,138.26694995650237,1.0156651269843857,nan,61.551789420320254,23.91891622511687,59.89257800613294,4.759778593295412,0.8780297562049717,4.810982708011269,0.8583428665133204,40970.43473047037,90
ba_polar_staged,140.0,5,False,True,138.26694995650237,1.0156651269843857,0.4380781058900574,0.4002939318817624,0.3900330041867651,0.07416419701180489,0.6341137932803215,0.06744967911587932,0.15501649018505964,0.06500589889053962,5180.0810816174835,94
