method,yaw_init_error_deg,trial,success,converged_2deg,rotation_error_deg,roll_error_deg,pitch_error_deg,yaw_error_deg,cost,nfev,condition,tilt_yaw_coupling
uv_joint,90.0,0,True,True,0.017525381071865315,-0.016692484428200805,-0.006503600278428455,0.0031991149547812817,243.3056367520285,16,2.083435934201267,0.09576426843728521
polar_plain_joint,90.0,0,True,True,0.16672624754933232,-0.04268232718017714,-0.0325022021376508,0.16776468814743778,482.7258695616047,25,2.0797827539695173,0.09592237587911158
polar_cov_joint,90.0,0,True,True,0.012491771235238175,-0.012700169743337325,-0.0016311332269254158,0.00235467807849668,221.29599707318621,20,2.0840008530594876,0.09573485044226387
polar_staged,90.0,0,True,True,0.012491746902109684,-0.01270014613915132,-0.0016311224422306298,0.002354674365065506,221.29599707319056,30,2.084000855431726,0.09573485035697128
uv_joint,90.0,1,True,True,0.017525381071865315,-0.016692484459295498,-0.006503600271583901,0.0031991146603827796,243.30563675202623,18,2.0834359342928344,0.0957642684346259
polar_plain_joint,90.0,1,True,True,0.1667262178370826,-0.04268165043132868,-0.032502196013279666,0.16776467903130968,482.7258695725546,26,2.0797828186078107,0.09592237554942601
polar_cov_joint,90.0,1,True,True,0.012491771176885404,-0.012700169713656388,-0.0016311334091648382,0.0023546781419741905,221.29599707318536,18,2.084000853026815,0.09573485044430406
polar_staged,90.0,1,True,True,0.012491747077168332,-0.012700146258802196,-0.0016311224810381679,0.0023546743414912348,221.29599707319062,29,2.0840008555004124,0.09573485036224832
uv_joint,90.0,2,True,True,0.017525381321422038,-0.016692484695408745,-0.00650360042644988,0.0031991150196137084,243.30563675202632,14,2.0834359340951103,0.09576426842333009
polar_plain_joint,90.0,2,True,True,0.16672618622299828,-0.042683069157057586,-0.03250227564657971,0.16776458544019313,482.72586956768856,29,2.079782679702449,0.09592237658297771
polar_cov_joint,90.0,2,True,True,0.012491764291256698,-0.012700162800968872,-0.0016311314228146133,0.002354677184236023,221.29599707318707,20,2.084000853793029,0.0957348504437228
polar_staged,90.0,2,True,True,0.01249174701881545,-0.012700146211761793,-0.0016311225760143016,0.00235467447489324,221.2959970731903,27,2.0840008554176523,0.09573485036188534
uv_joint,90.0,3,True,True,0.01752538094708695,-0.016692484338116365,-0.006503600317872104,0.0031991163583346186,243.30563675202615,15,2.0834359342077904,0.09576426840137303
polar_plain_joint,90.0,3,True,True,0.16672607227059144,-0.04268314811156365,-0.03250238316043603,0.16776444081268116,482.72586957021326,24,2.079782666628915,0.0959223772379657
polar_cov_joint,90.0,3,True,True,0.012491762949142188,-0.012700161594842106,-0.0016311298581614111,0.0023546769673062906,221.29599707318656,18,2.084000853797143,0.09573485041691186
polar_staged,90.0,3,True,True,0.012491747077168332,-0.012700146195609345,-0.0016311225593609172,0.002354674182301292,221.29599707319124,26,2.084000855540419,0.09573485034850313
uv_joint,90.0,4,True,True,0.0175253811134581,-0.016692484538071477,-0.0065036001743018655,0.0031991147040995034,243.3056367520289,14,2.0834359340964492,0.09576426842742504
polar_plain_joint,90.0,4,True,True,0.16672620924606182,-0.04268240617491564,-0.03250221329424148,0.1677646430301087,482.7258695613244,22,2.0797827458529743,0.09592237597157396
polar_cov_joint,90.0,4,True,True,0.012491771176885404,-0.012700169657600704,-0.0016311333848908448,0.0023546781040397146,221.29599707318638,18,2.0840008531633356,0.09573485044669977
polar_staged,90.0,4,True,True,0.012491747135521213,-0.01270014628721091,-0.0016311225858867432,0.0023546742524357036,221.29599707319025,29,2.084000855526237,0.09573485035640684
uv_joint,90.0,5,True,True,0.017525381155050885,-0.01669248447898949,-0.006503600478916309,0.0031991149400521332,243.30563675202575,18,2.0834359340744935,0.09576426839468868
polar_plain_joint,90.0,5,True,True,0.16672584701499452,-0.04268238349827161,-0.03250260580209761,0.1677641813460677,482.72586956343514,15,2.0797827282508936,0.09592237816416227
polar_cov_joint,90.0,5,True,True,0.012491770535004923,-0.012700169063600312,-0.0016311329510870405,0.002354678078369458,221.2959970731859,17,2.084000853213963,0.09573485045114104
polar_staged,90.0,5,True,True,0.012491746960462569,-0.012700146141113722,-0.0016311225955429071,0.0023546744085850358,221.2959970731908,26,2.0840008556241902,0.09573485034288534
uv_joint,90.0,6,True,True,0.017525381155050885,-0.01669248448889215,-0.00650360038860764,0.0031991149999642415,243.3056367520259,14,2.0834359342476785,0.09576426843474953
polar_plain_joint,90.0,6,True,True,0.16672609681076297,-0.04268262169590051,-0.03250232934785054,0.16776449402060983,482.72586956192526,22,2.079782719487475,0.09592237668227659
polar_cov_joint,90.0,6,True,True,0.012491770943474324,-0.012700169439145896,-0.0016311332230896669,0.0023546779738532505,221.29599707318582,17,2.0840008529643446,0.09573485040848746
polar_staged,90.0,6,True,True,0.012491746960462569,-0.012700146143713825,-0.0016311225136802004,0.002354674143832483,221.29599707319034,24,2.0840008553669502,0.09573485038220354
uv_joint,90.0,7,True,True,0.017525381155050885,-0.01669248453296669,-0.006503600408530635,0.003199114829699608,243.30563675202689,16,2.083435934238782,0.09576426840254312
polar_plain_joint,90.0,7,True,True,0.1667260330141791,-0.042682647082100414,-0.032502406238047815,0.1677644102070018,482.7258695625086,26,2.0797827132970346,0.09592237714054917
polar_cov_joint,90.0,7,True,True,0.012491771001827095,-0.012700169544442929,-0.0016311332355701633,0.002354678029557485,221.295997073186,19,2.0840008529322587,0.09573485042835254
polar_staged,90.0,7,True,True,0.012491746960462569,-0.012700146165623077,-0.0016311225542036479,0.002354674436987389,221.29599707319088,24,2.0840008555193554,0.09573485036158683
uv_joint,90.0,8,True,True,0.017525381071865315,-0.016692484340861184,-0.006503600580733816,0.00319911512093982,243.30563675202717,14,2.083435934316236,0.09576426842449617
polar_plain_joint,90.0,8,True,True,0.16672609772014393,-0.0426826482520102,-0.03250234453149895,0.1677644910419663,482.72586956216446,33,2.079782716348402,0.0959223768020943
polar_cov_joint,90.0,8,True,True,0.012491771176885404,-0.01270016971297893,-0.001631133271680591,0.0023546779626258925,221.29599707318613,14,2.0840008529027667,0.09573485044694814
polar_staged,90.0,8,True,True,0.012491747077168332,-0.012700146235441022,-0.0016311224826363966,0.002354674234306542,221.29599707319306,25,2.0840008555428944,0.09573485035956339
uv_joint,90.0,9,True,True,0.0175253828187623,-0.01669248696623891,-0.0065035988053163876,0.00319911440510828,243.30563675202566,16,2.083435934148322,0.09576426840978948
polar_plain_joint,90.0,9,True,True,0.16672605557820117,-0.042683263539422436,-0.032502402886314084,0.16776441558553284,482.72586957342156,24,2.0797826545467766,0.09592237737532927
polar_cov_joint,90.0,9,True,True,0.012491770243241057,-0.012700168779335056,-0.001631132957524483,0.0023546779184956956,221.29599707318636,16,2.084000852993768,0.0957348504293477
polar_staged,90.0,9,True,True,0.01249174701881545,-0.012700146203447822,-0.0016311225161196859,0.00235467426158934,221.29599707319153,26,2.0840008554231297,0.09573485035287237
uv_joint,120.0,0,True,True,0.01752538127982925,-0.01669248461338701,-0.006503600465336931,0.0031991147354661336,243.30563675202575,19,2.0834359342579996,0.0957642684168189
polar_plain_joint,120.0,0,True,True,0.1667265268118679,-0.04268197006724624,-0.032501857991307004,0.16776506419856485,482.7258695688746,16,2.079782805111614,0.09592237375396635
polar_cov_joint,120.0,0,True,True,0.012491771760413085,-0.01270017027215861,-0.0016311334769106528,0.0023546781286508467,221.2959970731863,20,2.08400085284443,0.09573485040569396
polar_staged,120.0,0,True,True,0.012491746960462569,-0.012700146162795564,-0.0016311225451549698,0.0023546743125386453,221.29599707319136,24,2.0840008552965688,0.09573485035282757
uv_joint,120.0,1,True,True,0.017525381196643673,-0.016692484533222723,-0.006503600380870941,0.0031991148743355127,243.30563675202671,17,2.0834359343643345,0.0957642684429974
polar_plain_joint,120.0,1,True,True,0.16672594093929666,-0.04268251971049546,-0.032502502235880554,0.16776429739133417,482.72586956257373,20,2.079782720533729,0.09592237762495452
polar_cov_joint,120.0,1,True,True,0.012491771118532634,-0.012700169646145936,-0.0016311333108093651,0.002354678136214206,221.29599707318715,19,2.084000853019486,0.09573485043815666
polar_staged,120.0,1,True,True,0.012491746960462569,-0.012700146181454285,-0.001631122537863548,0.0023546741049120363,221.29599707319113,31,2.0840008554591565,0.09573485035576856
uv_joint,120.0,2,True,True,0.017525381030272527,-0.01669248445902674,-0.006503600199320109,0.0031991146629526675,243.305636752027,17,2.083435934196927,0.09576426840064367
polar_plain_joint,120.0,2,True,True,0.16672600275538788,-0.04268255170425319,-0.03250246305972268,0.1677643696073453,482.72586956236523,17,2.079782719492267,0.0959223774522627
polar_cov_joint,120.0,2,True,True,0.012491771702060318,-0.012700170237239301,-0.0016311335287473331,0.0023546781467004944,221.29599707318621,15,2.0840008528839182,0.09573485042865164
polar_staged,120.0,2,True,True,0.012491747077168332,-0.012700146198180823,-0.0016311225076021604,0.0023546742151850475,221.29599707319133,24,2.084000855501147,0.09573485036409714
uv_joint,120.0,3,True,True,0.01752538048956628,-0.01669248223502547,-0.006503604034043327,0.0031991123578742875,243.30563675202598,17,2.083435934291377,0.09576426845344703
polar_plain_joint,120.0,3,True,True,0.16672599403756722,-0.04268254171462392,-0.032502459344725086,0.1677643614874083,482.72586956229304,17,2.0797827205928012,0.095922377411229
polar_cov_joint,120.0,3,True,True,0.012491771001827095,-0.012700169543501484,-0.0016311333315243179,0.0023546783040202706,221.29599707318607,20,2.084000853227323,0.09573485042874079
polar_staged,120.0,3,True,True,0.012491746960462569,-0.012700146126918905,-0.0016311226449226088,0.002354674273774045,221.29599707319204,22,2.084000855324753,0.09573485035111903
uv_joint,120.0,4,True,True,0.017525381155050885,-0.016692484522836618,-0.006503600428364574,0.0031991148742305546,243.30563675202558,20,2.083435933997006,0.0957642684054378
polar_plain_joint,120.0,4,True,True,0.16672588585173584,-0.04268252755788121,-0.03250258822678817,0.16776422143564274,482.72586956351995,20,2.0797827152715946,0.09592237812612069
polar_cov_joint,120.0,4,True,True,0.012491771001827095,-0.01270016950160722,-0.0016311333194604738,0.002354678152533632,221.29599707318675,15,2.084000853038254,0.0957348504349892
polar_staged,120.0,4,True,True,0.012491746902109684,-0.012700146081734356,-0.0016311224578487436,0.0023546741608707145,221.29599707319096,31,2.084000855565685,0.09573485036081124
uv_joint,120.0,5,True,True,0.017525381071865315,-0.016692484484673142,-0.006503600296551256,0.0031991149839819544,243.30563675202558,22,2.0834359342722095,0.09576426839595233
polar_plain_joint,120.0,5,True,True,0.16672613619394897,-0.042682437954346925,-0.03250231409150421,0.1677645443616405,482.725869561348,32,2.079782737708186,0.0959223765367657
polar_cov_joint,120.0,5,True,True,0.012491752970808038,-0.012700151951649984,-0.0016311254926688193,0.0023546751366489886,221.2959970731883,27,2.084000854811763,0.09573485038457309
polar_staged,120.0,5,True,True,0.01249174701881545,-0.012700146202010211,-0.001631122491343165,0.0023546742748586143,221.29599707318891,31,2.0840008553147262,0.09573485034637977
uv_joint,120.0,6,True,True,0.01752538123823646,-0.016692484612603,-0.0065036003577053705,0.0031991150676305424,243.30563675202822,20,2.0834359341299704,0.09576426840394658
polar_plain_joint,120.0,6,True,True,0.1667260913457331,-0.04268249717690643,-0.03250234446051056,0.16776448901691668,482.7258695614903,27,2.079782730593928,0.09592237674043075
polar_cov_joint,120.0,6,True,True,0.012491772985821131,-0.01270017143278436,-0.0016311340434135597,0.002354678409446117,221.2959970731859,26,2.0840008528742207,0.09573485043872126
polar_staged,120.0,6,True,True,0.012491747077168332,-0.01270014625526701,-0.001631122468023338,0.0023546741108310485,221.29599707319016,29,2.0840008554023894,0.09573485036004968
uv_joint,120.0,7,True,True,0.017525381030272527,-0.016692484437508696,-0.006503600310030447,0.003199114611325904,243.3056367520268,20,2.0834359341666198,0.09576426842102681
polar_plain_joint,120.0,7,True,True,0.16672613488671412,-0.04268264613965594,-0.032502281670850834,0.16776454318465403,482.7258695619214,27,2.079782719747581,0.09592237642527478
polar_cov_joint,120.0,7,True,True,0.012491772635704558,-0.012700171059573304,-0.001631133966900546,0.002354678248955328,221.29599707318624,22,2.084000852869478,0.09573485046750994
polar_staged,120.0,7,True,True,0.01249174701881545,-0.01270014621002998,-0.0016311225085308824,0.0023546743787037244,221.29599707319207,24,2.0840008553660976,0.09573485034394337
uv_joint,120.0,8,True,True,0.017525381155050885,-0.016692484524377597,-0.00650360042690947,0.0031991151895157588,243.30563675202558,19,2.083435934134962,0.09576426841275415
polar_plain_joint,120.0,8,True,True,0.16672603893827354,-0.042682441905863275,-0.03250241515090983,0.16776442097953415,482.7258695617609,24,2.0797827324154534,0.09592237708441258
polar_cov_joint,120.0,8,True,True,0.012491765925135042,-0.012700164185286215,-0.0016311339197027047,0.0023546773444469236,221.2959970731867,18,2.0840008533715224,0.09573485041140349
polar_staged,120.0,8,True,True,0.012491747077168332,-0.012700146252829114,-0.0016311224101881318,0.0023546741656224634,221.29599707319124,33,2.0840008554508924,0.09573485037845943
uv_joint,120.0,9,True,True,0.01752538098867974,-0.016692484539132187,-0.006503600034786835,0.0031991163135015196,243.30563675202734,17,2.0834359342884348,0.09576426841455087
polar_plain_joint,120.0,9,True,True,0.16672608058618177,-0.04268268318154394,-0.03250236864234414,0.1677644669518949,482.7258695625579,27,2.079782711698634,0.09592237693587416
polar_cov_joint,120.0,9,True,True,0.012491771818765852,-0.01270017026963802,-0.0016311336767162782,0.0023546780815341096,221.29599707318596,16,2.084000852794074,0.095734850431475
polar_staged,120.0,9,True,True,0.012491746960462569,-0.012700146121605787,-0.001631122597576872,0.0023546743906594295,221.29599707319088,25,2.0840008554954332,0.09573485033818568
