method,yaw_init_error_deg,trial,success,converged,initial_rotation_error_deg,initial_translation_error_m,initial_depth_rel_rmse,stage_rotation_error_deg,rotation_error_deg,translation_error_m,tilt_error_deg,yaw_error_deg,depth_rel_rmse,depth_rel_median,inlier_depth_rel_rmse,inlier_depth_rel_median,cost,nfev
ba_uv_joint,30.0,0,False,False,42.18820184226305,0.2800000000000001,0.6647335189540461,nan,42.078556919569415,0.27994311878156464,23.9994682408038,30.003547768907676,6.464548860527648,5.046896678739779,6.386245244045983,5.061162253130343,133784.75212450649,120
ba_polar_plain_joint,30.0,0,False,False,42.18820184226305,0.2800000000000001,0.6647335189540461,nan,35.90938243156804,0.2798729200074563,23.913274580066357,30.00186757273319,2.6204487535786303,0.5777795420527339,2.2341415127939457,0.5538466268089167,40165.726231038745,120
ba_polar_cov_joint,30.0,0,False,False,42.18820184226305,0.2800000000000001,0.6647335189540461,nan,37.65501060394458,0.27987380631743514,23.981020832411446,37.95836878885279,3.0302354001612573,0.9309699225667569,2.704387026317641,0.9237908005838271,88090.93276246852,120
ba_polar_staged,30.0,0,False,False,42.18820184226305,0.2800000000000001,0.6647335189540461,3.087108328522927,3.092691460122589,0.280156273327183,2.64557555691239,1.596343693604743,1.4646963069668066,0.1447979600696731,0.2747541424032615,0.13609621344658052,21415.01997097917,115
ba_uv_joint,30.0,1,False,False,34.59268360634975,0.28,1.0404594080440666,nan,34.588901250951736,0.28004708277791734,23.992917785701184,29.9999019301184,4.610051935845279,3.5155348967747093,4.272132947961853,3.5380174103631097,91755.84406483636,120
ba_polar_plain_joint,30.0,1,False,False,34.59268360634975,0.28,1.0404594080440666,nan,34.592948104530976,0.28036919485822565,23.992369198429994,30.005462830069963,4.2445144251081155,1.0934840005392399,4.030393877977611,1.0194991392289392,49195.628379188325,120
ba_polar_cov_joint,30.0,1,False,False,34.59268360634975,0.28,1.0404594080440666,nan,34.5913430228535,0.280015700032181,23.996298707687306,30.000741375804758,3.9764655770952015,1.784349778010086,3.7394406174806303,1.7720394345782562,89628.657007672,120
ba_polar_staged,30.0,1,False,True,34.59268360634975,0.28,1.0404594080440666,2.246062310695022,2.18391804434334,0.27898812098599846,2.1280118277097597,0.8848248298886789,1.4734933002378314,0.11859140458823408,0.30727974256607116,0.10020787639776096,18655.08510223406,113
ba_uv_joint,30.0,2,False,False,40.96018712505427,0.28,0.7555207692468506,nan,40.923258939155374,0.27995049003930245,23.991974936534756,29.995628055949812,4.417913872118542,2.7755969236167903,3.8898474440047743,2.7550010903140523,128601.05568110348,120
ba_polar_plain_joint,30.0,2,False,False,40.96018712505427,0.28,0.7555207692468506,nan,40.953684333116165,0.2800182340227233,23.999506432977594,30.00037796834907,2.6959541021427866,0.6059842102928388,2.3238669252385136,0.5852178920202658,45753.91576697523,120
ba_polar_cov_joint,30.0,2,False,False,40.96018712505427,0.28,0.7555207692468506,nan,32.27509186368418,0.28003253519859644,23.997126995428573,25.672843560686818,2.3132798441763947,0.5877212337491338,1.8704874198249368,0.5864623659871873,92872.17840847197,120
ba_polar_staged,30.0,2,False,True,40.96018712505427,0.28,0.7555207692468506,1.2870535682391122,1.2853338236815535,0.27998518121348365,0.7110039682413442,1.2414506540762815,1.4601984996669135,0.13703862194753957,0.261627667627478,0.13438231269167256,18715.437041407367,114
ba_uv_joint,30.0,3,False,False,42.80352586628761,0.2800000000000001,0.7113221999155086,nan,42.77460009898852,0.27998166372482985,23.9945819811685,30.000020532916867,3.4206687998552607,0.8196498408969667,2.6191729282264755,0.8097964783534085,129273.33565278827,120
ba_polar_plain_joint,30.0,3,False,False,42.80352586628761,0.2800000000000001,0.7113221999155086,nan,42.7848208292652,0.279996991854152,23.999270456046236,30.00102148434028,3.203300740370904,0.6556769278255907,2.9431814811936765,0.6221889696003174,61502.91176033855,120
ba_polar_cov_joint,30.0,3,False,False,42.80352586628761,0.2800000000000001,0.7113221999155086,nan,34.03165828584574,0.27998220712939254,23.9981552383781,27.581541910161995,2.7154355110408446,0.6218693536283781,2.7798704177355265,0.5976290205068925,72748.13172225008,120
